编号,整理建议,故事环节,实验用途,已有结果如何理解,下一步,证据质量提醒,协议组,实验族,记录方法,划分,记录seed,LoRA rank,精度类型,本地状态,首记录轮,末记录轮,记录点数,末20轮起点,末20轮终点,末20轮Overall,末20轮Head20,末20轮Middle60,末20轮Tail20,末20轮NonTail80,末20轮Many大于100,末20轮Medium20至100,末20轮Few小于20,最后记录Overall,最后记录Tail,观测Tail峰值,观测峰值轮,观测峰值至最后回落pp,逐类复算状态,缺类逐类文件数,相同曲线副本组,跨seed同曲线组,正常训练,额外训练,损失,聚合,正常steps,额外steps,本地总steps,功能修正steps,原始路径,推荐结果入口,曲线来源
Ra71ee48b2,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,19份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。；不同seed记录的整条精度相同，复现实验独立性待查。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior,FedTEF,client-longtail,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,57.52,61.5,65.3,71,3.799999999999997,部分逐类文件缺类，不能完整复算,19,,X1b2f758d,,,,,,,,,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed1/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed1/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed1/frac0.4/FedTEF-v2_client-longtail/round_metrics.csv
R9c65ad117,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,18份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。；不同seed记录的整条精度相同，复现实验独立性待查。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior,FedTEF,noniid-labeldir,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,58.82,66.36842105263158,66.36842105263158,100,0.0,部分逐类文件缺类，不能完整复算,18,,Xea497ff1,,,,,,,,,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed1/frac0.4/FedTEF-v2_noniid-labeldir,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed1/frac0.4/FedTEF-v2_noniid-labeldir,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed1/frac0.4/FedTEF-v2_noniid-labeldir/round_metrics.csv
Rd7b716fbc,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,19份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。；不同seed记录的整条精度相同，复现实验独立性待查。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior,FedTEF,client-longtail,3407,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,57.52,61.5,65.3,71,3.799999999999997,部分逐类文件缺类，不能完整复算,19,,X1b2f758d,,,,,,,,,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed3407/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed3407/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed3407/frac0.4/FedTEF-v2_client-longtail/round_metrics.csv
R812e1e546,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,18份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。；不同seed记录的整条精度相同，复现实验独立性待查。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior,FedTEF,noniid-labeldir,3407,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,58.82,66.36842105263158,66.36842105263158,100,0.0,部分逐类文件缺类，不能完整复算,18,,Xea497ff1,,,,,,,,,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed3407/frac0.4/FedTEF-v2_noniid-labeldir,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed3407/frac0.4/FedTEF-v2_noniid-labeldir,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed3407/frac0.4/FedTEF-v2_noniid-labeldir/round_metrics.csv
R2d84aff81,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,19份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。；不同seed记录的整条精度相同，复现实验独立性待查。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior,FedTEF,client-longtail,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,57.52,61.5,65.3,71,3.799999999999997,部分逐类文件缺类，不能完整复算,19,,X1b2f758d,,,,,,,,,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed42/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed42/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed42/frac0.4/FedTEF-v2_client-longtail/round_metrics.csv
Rdef42ae6a,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,18份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。；不同seed记录的整条精度相同，复现实验独立性待查。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior,FedTEF,noniid-labeldir,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,58.82,66.36842105263158,66.36842105263158,100,0.0,部分逐类文件缺类，不能完整复算,18,,Xea497ff1,,,,,,,,,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed42/frac0.4/FedTEF-v2_noniid-labeldir,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed42/frac0.4/FedTEF-v2_noniid-labeldir,output/cifar100_LT/fedtef_v2_strong_k30_hard_l05_margin_prior/seed42/frac0.4/FedTEF-v2_noniid-labeldir/round_metrics.csv
R56772de6a,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,2份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v3_prior_base_samplegate_conflict,FedTEF,client-longtail,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,65.75,54.1,54.85,46,0.75,部分逐类文件缺类，不能完整复算,2,,,,,,,,,,,output/cifar100_LT/fedtef_v3_prior_base_samplegate_conflict/seed1/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v3_prior_base_samplegate_conflict/seed1/frac0.4/FedTEF-v2_client-longtail,output/cifar100_LT/fedtef_v3_prior_base_samplegate_conflict/seed1/frac0.4/FedTEF-v2_client-longtail/round_metrics.csv
Rcb6d27c2c,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle,FedTEF,noniid-labeldir,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,56.36,27.65,40.9,36,13.25,逐类核对通过,0,,,,,,,,,,,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R09648058f,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle,FedTEF,noniid-labeldir,3407,,,短运行或本地结果不完整,1,51,11,,,,,,,,,,,56.15,27.4,32.55,46,5.149999999999999,逐类核对通过,0,,,,,,,,,,,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed3407/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed3407/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed3407/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R1dae21255,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle,FedTEF,noniid-labeldir,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,59.67,34.15,36.9,86,2.75,逐类核对通过,0,,,,,,,,,,,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed42/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed42/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_adapter_dirichlet_evidence_lifecycle/seed42/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R7932ee377,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,3份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,64.68,41.45,41.45,30,0.0,部分逐类文件缺类，不能完整复算,3,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/adapter_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/adapter_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/adapter_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R4cfe11b9e,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,7份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,49.19,26.666666666666668,26.666666666666668,30,0.0,部分逐类文件缺类，不能完整复算,7,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/full_v5/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/full_v5/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/full_v5/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R69d880628,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,7份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,48.43,18.142857142857142,22.45,1,4.307142857142857,部分逐类文件缺类，不能完整复算,7,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_fedavg/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_fedavg/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_fedavg/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R589ceb6a9,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,7份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,48.28,15.375,41.85,1,26.475,部分逐类文件缺类，不能完整复算,7,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_no_fusion/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_no_fusion/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_no_fusion/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R77ec09a63,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,7份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,47.71,11.777777777777779,23.0,1,11.222222222222221,部分逐类文件缺类，不能完整复算,7,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_tailagg/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_tailagg/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_tailagg/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
R9921271db,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,7份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,47.31,12.833333333333334,24.36842105263158,1,11.535087719298245,部分逐类文件缺类，不能完整复算,7,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_tailagg_rescue/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_tailagg_rescue/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_memory_tailagg_rescue/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
Rcb210f882,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,7份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,49.16,14.875,42.5,1,27.625,部分逐类文件缺类，不能完整复算,7,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/lora_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/lora_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
Rd5d13507b,建议归档,旧 FedTEF 路线,prompt/adapter/memory/router/acquisition多版本历史探索,研究对象与当前SFRA A/B路线不同；v5组件阶梯中融合、TailAgg和rescue未显示预期收益。,停止扩展旧分支；保留各版数字和负结果，缺类/同曲线seed单独标注。,3份逐类CSV缺类；不填零、不重建缺失类别成绩；保留记录值但不进当前正式表。,H1 历史FedTEF，不能并入SFRA主表,cifar100_LT/fedtef_v5_component_ladder,FedTEF,noniid-labeldir,1,,,短运行或本地结果不完整,1,30,7,,,,,,,,,,,58.59,29.85,39.3,11,9.449999999999996,部分逐类文件缺类，不能完整复算,3,,,,,,,,,,,output/cifar100_LT/fedtef_v5_component_ladder/prompt_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/prompt_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir,output/cifar100_LT/fedtef_v5_component_ladder/prompt_only/seed1/frac0.4/FedTEF-v5_noniid-labeldir/round_metrics.csv
